ID;x;y;year;field_id;ahn_mean;crop_name;ndvi_values
26 ; 221760.657176104 ; 451270.675430981 ; 2013 ; 2307611 ; 1531.8 ; Mais, snij- ; [0.306072, 0.367183, 0.321422, 0.328767, 0.335294]
26 ; 221760.657176104 ; 451270.675430981 ; 2012 ; 3140095 ; 1531.8 ; Mais, korrel- ; []
26 ; 221760.657176104 ; 451270.675430981 ; 2015 ; 3917813 ; 1531.8 ; Mais, snij- ; [0.2238, 0.350989, 0.262211, 0.31465, 0.364367]
26 ; 221760.657176104 ; 451270.675430981 ; 2017 ; 4413376 ; 1531.8 ; Aardappelen, consumptie ; [0.192, 0.219, 0.333, 0.204, 0.168]
27 ; 221704.778254863 ; 450529.28748156 ; 2016 ; 446698 ; 1569.6666666666667 ; Grasland, blijvend ; [0.537237, 0.606025, 0.624804, 0.6327, 0.564875]
27 ; 221704.778254863 ; 450529.28748156 ; 2014 ; 1466920 ; 1569.6666666666667 ; Grasland, blijvend ; [0.6676, 0.616188, 0.55775, 0.621379, 0.653754]
27 ; 221704.778254863 ; 450529.28748156 ; 2013 ; 1901186 ; 1569.6666666666667 ; Grasland, blijvend ; [0.462954, 0.454925, 0.451646, 0.445633, 0.478446]
27 ; 221704.778254863 ; 450529.28748156 ; 2012 ; 2660072 ; 1569.6666666666667 ; Grasland, blijvend ; []
27 ; 221704.778254863 ; 450529.28748156 ; 2015 ; 3330586 ; 1569.6666666666667 ; Grasland, blijvend ; [0.439354, 0.436479, 0.506342, 0.441704, 0.4703]
27 ; 221704.778254863 ; 450529.28748156 ; 2017 ; 4741986 ; 1569.6666666666667 ; Grasland, blijvend ; [0.516, 0.633, 0.654, 0.66, 0.669]
28 ; 221825.935394101 ; 451032.653927689 ; 2014 ; 1290582 ; 1482.0 ; Houtwal en houtsingel ; []
28 ; 221825.935394101 ; 451032.653927689 ; 2013 ; 2259191 ; 1482.0 ; Houtwal en houtsingel ; []
28 ; 221825.935394101 ; 451032.653927689 ; 2015 ; 3891021 ; 1482.0 ; Houtwal en houtsingel ; []
29 ; 222940.459092255 ; 451463.593356308 ; 2016 ; 255242 ; 1615.142857142857 ; Grasland, tijdelijk ; [0.451214, 0.574529, 0.601929, 0.580629, 0.558571]
29 ; 222940.459092255 ; 451463.593356308 ; 2014 ; 1566763 ; 1615.142857142857 ; Mais, snij- ; [0.373457, 0.323286, 0.385229, 0.462314, 0.480171]
29 ; 222940.459092255 ; 451463.593356308 ; 2013 ; 2343782 ; 1615.142857142857 ; Mais, snij- ; [0.232157, 0.3421, 0.314929, 0.313329, 0.303657]
29 ; 222940.459092255 ; 451463.593356308 ; 2012 ; 3083557 ; 1615.3333333333333 ; Mais, snij- ; []
29 ; 222940.459092255 ; 451463.593356308 ; 2015 ; 3998338 ; 1615.142857142857 ; Mais, snij- ; [0.155157, 0.238529, 0.246929, 0.2894, 0.357329]
29 ; 222940.459092255 ; 451463.593356308 ; 2017 ; 4303721 ; 1615.142857142857 ; Grasland, tijdelijk ; [0.624, 0.699, 0.681, 0.684, 0.519]
30 ; 221764.108233025 ; 451546.1545072 ; 2016 ; 352448 ; 1491.6037735849056 ; Grasland, blijvend ; [0.526918, 0.637946, 0.635533, 0.649069, 0.593356]
30 ; 221764.108233025 ; 451546.1545072 ; 2014 ; 886567 ; 1491.6037735849056 ; Grasland, blijvend ; [0.601708, 0.580659, 0.582013, 0.64151, 0.675669]
30 ; 221764.108233025 ; 451546.1545072 ; 2013 ; 1713864 ; 1491.6037735849056 ; Grasland, blijvend ; [0.437723, 0.546967, 0.494146, 0.489902, 0.507851]
30 ; 221764.108233025 ; 451546.1545072 ; 2012 ; 3129250 ; 1491.6037735849056 ; Grasland, blijvend ; []
30 ; 221764.108233025 ; 451546.1545072 ; 2015 ; 3365914 ; 1491.6037735849056 ; Grasland, blijvend ; [0.519323, 0.542003, 0.496159, 0.5593, 0.646541]
30 ; 221764.108233025 ; 451546.1545072 ; 2017 ; 4590818 ; 1491.6037735849056 ; Grasland, blijvend ; [0.612, 0.696, 0.69, 0.648, 0.654]
31 ; 221961.864129678 ; 451649.941337348 ; 2016 ; 548414 ; 1508.7962962962963 ; Grasland, blijvend ; [0.5354, 0.654198, 0.641155, 0.658392, 0.592637]
31 ; 221961.864129678 ; 451649.941337348 ; 2014 ; 886607 ; 1508.7962962962963 ; Grasland, blijvend ; [0.658792, 0.619583, 0.623983, 0.663525, 0.705797]
31 ; 221961.864129678 ; 451649.941337348 ; 2013 ; 1713868 ; 1508.7962962962963 ; Grasland, blijvend ; [0.45558, 0.61856, 0.552928, 0.56023, 0.570947]
